date,user_id,monthly_income,monthly_expense_total,savings_rate,budget_goal,financial_scenario,credit_score,debt_to_income_ratio,loan_payment,investment_amount,subscription_services,emergency_fund,transaction_count,fraud_flag,discretionary_spending,essential_spending,income_type,rent_or_mortgage,category,cash_flow_status,financial_advice_score,financial_stress_level,actual_savings,savings_goal_met,surplus,expense_ratio,debt_pressure
2023-10-07,1340,5433.69,3310.68,0.07,2053.35,normal,681.0,0.26,547.88,320.78,7,1996.78,50,0,144.97,2187.27,Salary,978.44,Rent,Positive,15.3,High,2680.03,1,2123.0099999999998,60.928761118135185,10.083019090157885
2023-11-06,1103,3993.72,4691.780000000001,0.1,3330.02,normal,660.0,0.12,615.86,452.5,3,1459.83,26,0,727.98,2721.92,Salary,1241.88,Insurance,Positive,24.3,Low,914.56,0,-698.0600000000009,117.478941938844,15.42071051550935
2019-01-01,1230,4456.07,3838.36,0.33,1668.02,normal,781.0,0.23,546.3,0.0,8,1089.78,77,0,462.19,2619.34,Freelance,756.83,Education,Positive,2.3,Low,1925.09,1,617.7099999999996,86.13778508865437,12.259681737495146
2019-01-31,1890,4598.81,3502.2400000000002,0.26,2887.66,recession,722.0,0.22,335.82,489.07,1,725.49,83,0,361.57,2177.76,Salary,962.91,Investments,Neutral,54.8,Low,196.28,0,1096.5700000000002,76.1553532326841,7.302323862042572
2019-03-02,1348,3967.48,4011.46,0.25,2118.33,normal,650.0,0.23,740.32,434.18,8,964.3,94,0,362.88,2166.14,Salary,1482.44,Utilities,Positive,22.1,Low,0.0,0,-43.98000000000002,101.1085122042203,18.659703388548905
2019-04-01,1050,3710.06,3246.7999999999997,0.31,2109.71,normal,756.0,0.13,249.52,376.76,1,169.44,76,0,424.2,1894.23,Salary,928.37,Healthcare,Negative,88.1,Medium,0.0,0,463.2600000000002,87.51340948663902,6.725497700845809
2019-05-01,1335,3468.29,4856.530000000001,0.3,3493.07,normal,643.0,0.28,620.38,281.67,6,1576.48,86,0,755.39,3132.23,Salary,968.91,Education,Positive,55.9,Low,0.0,0,-1388.2400000000007,140.02664137081965,17.887200897272145
2019-05-31,1542,1596.51,3193.9399999999996,0.21,3378.62,inflation,742.0,0.57,302.47,432.82,1,932.31,54,0,381.53,1179.06,Freelance,1633.35,Healthcare,Positive,14.2,Medium,0.0,0,-1597.4299999999996,200.05762569604948,18.945700308798568
2019-06-30,1984,4085.94,3938.0499999999997,0.35,2936.09,normal,698.0,0.22,674.05,441.61,6,1192.23,96,0,700.37,2321.52,Salary,916.16,Investments,Positive,48.2,Medium,636.43,0,147.89000000000033,96.38051464289734,16.496815910169996
2019-07-30,1034,3880.74,4511.93,0.11,2444.3,inflation,698.0,0.37,630.2,589.59,7,1354.99,39,0,705.38,1554.28,Salary,2252.27,Healthcare,Neutral,11.8,Medium,825.83,0,-631.1900000000005,116.26468147827478,16.239170879780662
2019-08-29,1655,5089.88,4267.4,0.34,3143.18,normal,745.0,0.52,153.44,980.57,3,742.5,68,0,482.65,3162.15,Freelance,622.6,Healthcare,Positive,7.0,Medium,2077.33,0,822.4800000000005,83.84087640573058,3.0146093817535973
2019-09-28,1573,3669.75,4275.5,0.21,3079.28,normal,643.0,0.56,531.91,812.19,2,1225.71,96,0,544.49,2439.15,Salary,1291.86,Dining Out,Positive,99.8,Low,0.0,0,-605.75,116.50657401730362,14.494447850671024
2019-10-28,1847,4190.52,2476.6099999999997,0.12,2765.0,normal,695.0,0.51,279.63,208.07,5,1409.21,96,0,154.0,1186.27,Salary,1136.34,Transportation,Positive,22.6,Medium,0.0,0,1713.9100000000008,59.10030258774566,6.6729188740299525
2019-11-27,1424,4160.5,4642.870000000001,0.11,1859.05,normal,621.0,0.26,374.98,739.14,3,1270.99,84,0,887.98,2535.19,Salary,1219.7,Entertainment,Positive,94.6,Low,350.22,0,-482.3700000000008,111.59403917798343,9.012859031366423
2019-12-27,1173,6406.73,3731.2699999999995,0.3,2600.22,inflation,705.0,0.17,418.28,375.62,2,560.9,61,0,750.01,2451.91,Salary,529.35,Entertainment,Neutral,42.8,High,4321.35,1,2675.46,58.23985090678083,6.5287596012318305
2020-01-26,1918,3907.04,4950.59,0.27,3478.79,normal,691.0,0.17,724.76,594.5,3,465.67,98,0,222.83,3042.43,Freelance,1685.33,Transportation,Neutral,23.7,Medium,203.87,0,-1043.5500000000002,126.70947827511365,18.550104426880708
2020-02-25,1589,3868.2,2960.2200000000003,0.06,3671.15,normal,661.0,0.49,776.42,549.12,7,65.41,72,0,604.92,1027.61,Salary,1327.69,Transportation,Positive,97.2,Low,1639.99,0,907.9799999999996,76.52706685279976,20.071868052324078
2020-03-26,1274,5263.09,4080.7999999999997,0.31,1664.8,normal,684.0,0.23,599.35,260.85,9,747.05,85,0,569.14,2330.05,Freelance,1181.61,Groceries,Neutral,29.9,Low,1963.59,1,1182.2900000000004,77.53620021698279,11.387796902580044
2020-04-25,1922,1830.45,4103.04,0.13,2932.96,inflation,708.0,0.26,555.32,586.41,9,1899.02,87,0,740.71,2218.76,Salary,1143.57,Entertainment,Positive,77.5,High,0.0,0,-2272.59,224.1547160534295,30.337895053129017
2020-05-25,1529,4708.46,4273.5199999999995,0.37,2535.78,normal,697.0,0.36,783.58,0.0,3,709.75,61,0,690.13,2430.74,Salary,1152.65,Rent,Positive,20.8,Low,1174.49,0,434.9400000000005,90.76258479417898,16.641959366756858
2020-06-24,1598,3568.59,4833.8,0.25,2283.25,recession,675.0,0.35,767.24,62.52,7,585.73,51,0,479.39,3431.47,Mixed,922.94,Utilities,Positive,10.6,Low,554.43,0,-1265.21,135.4540588860026,21.4998080474361
2020-07-24,1468,4151.57,5328.3,0.3,2914.36,normal,603.0,0.53,752.54,259.35,5,1336.16,38,0,77.3,3379.82,Salary,1871.18,Utilities,Positive,34.4,Low,0.0,0,-1176.7300000000005,128.34421676618726,18.12663642910995
2020-08-23,1495,3221.83,4079.67,0.21,2761.45,normal,709.0,0.51,889.38,724.75,4,460.71,96,0,505.17,2157.51,Salary,1416.99,Entertainment,Positive,94.6,Medium,0.0,0,-857.8400000000001,126.62586169971726,27.604808447373074
2020-09-22,1938,4161.1,4292.5,0.24,2600.89,normal,712.0,0.21,323.51,173.44,8,1406.45,39,0,604.8,2541.1,Freelance,1146.6,Education,Positive,4.6,Medium,0.0,0,-131.39999999999964,103.15781884597821,7.774626901540457
2020-10-22,1083,4504.36,3105.77,0.29,3309.33,normal,643.0,0.31,673.7,291.43,5,1503.0,61,0,458.21,1580.99,Freelance,1066.57,Healthcare,Positive,28.1,Medium,1071.26,0,1398.5899999999997,68.9503059258141,14.956619808363456
2020-11-21,1903,3308.17,2572.77,0.11,3172.0,inflation,641.0,0.12,472.27,330.6,5,0.0,75,0,324.9,1607.32,Salary,640.55,Insurance,Neutral,82.2,High,0.0,0,735.4000000000001,77.77018714274054,14.27586853154463
2020-12-21,1040,4172.19,4399.55,0.18,2552.8,inflation,725.0,0.1,395.28,280.54,3,834.01,89,0,570.84,2978.74,Salary,849.97,Entertainment,Neutral,91.7,High,1448.62,0,-227.36000000000058,105.44941625381396,9.474161052109324
2021-01-20,1248,4007.61,3195.09,0.18,2459.79,recession,674.0,0.45,484.39,340.96,9,1170.79,49,0,372.65,1807.47,Salary,1014.97,Transportation,Positive,65.8,Low,679.46,0,812.52,79.7255720990815,12.086754948710078
2021-02-19,1897,4140.4,5851.25,0.28,2127.61,normal,687.0,0.22,413.83,433.13,4,817.56,93,0,769.98,3507.24,Mixed,1574.03,Transportation,Positive,75.9,Low,1821.34,0,-1710.8500000000004,141.32088687083376,9.994928026277655
2021-03-21,1059,3388.47,4957.14,0.2,2599.05,recession,598.0,0.17,593.87,24.05,9,732.43,67,0,856.96,2185.74,Salary,1914.44,Groceries,Neutral,21.6,Low,0.0,0,-1568.6700000000005,146.29434523546027,17.52619914002485
2021-04-20,1247,4168.96,4183.49,0.22,3065.08,recession,697.0,0.22,397.98,199.46,6,1746.02,39,0,435.08,2063.83,Salary,1684.58,Rent,Negative,7.2,Low,2427.16,0,-14.529999999999745,100.34852817009516,9.54626573533927
2021-05-20,1166,3307.47,2349.16,0.15,3004.1,normal,767.0,0.2,691.94,584.53,1,957.52,80,0,0.0,1617.28,Salary,731.88,Groceries,Positive,47.4,Low,443.81,0,958.31,71.02588987957563,20.920522332780042
2021-06-19,1646,3968.25,4195.1,0.11,2079.96,recession,747.0,0.51,452.51,308.08,4,1536.58,98,0,534.71,2564.27,Salary,1096.12,Insurance,Positive,86.6,Low,1404.54,0,-226.85000000000036,105.71662571662573,11.403263403263402
2021-07-19,1650,3333.33,4689.37,0.2,3327.99,normal,580.0,0.48,650.2,489.97,5,1710.05,66,0,535.82,2799.71,Freelance,1353.84,Groceries,Neutral,35.3,Low,1836.04,0,-1356.04,140.6812406812407,19.50601950601951
2021-08-18,1075,4174.09,3517.6899999999996,0.11,2400.17,normal,754.0,0.42,379.43,744.83,1,1584.43,38,0,580.16,1977.55,Salary,959.98,Entertainment,Positive,24.8,Medium,1605.84,0,656.4000000000005,84.27441669920867,9.090125033240778
2021-09-17,1211,2388.2,3395.91,0.36,3870.71,normal,702.0,0.6,521.3,189.27,4,199.81,66,0,549.72,1877.92,Salary,968.27,Education,Positive,26.8,High,184.51,0,-1007.71,142.1953772715853,21.828155095888118
2021-10-17,1572,4672.84,3479.46,0.29,3249.47,normal,675.0,0.53,360.24,369.69,5,190.83,73,0,319.77,1814.17,Salary,1345.52,Utilities,Positive,2.6,Low,1259.9,0,1193.38,74.46135540699018,7.7092303609796184
2021-11-16,1659,3565.41,4055.0,0.06,3132.17,recession,666.0,0.35,482.65,123.35,7,216.58,59,0,501.54,2588.87,Freelance,964.59,Utilities,Neutral,84.1,Low,0.0,0,-489.59000000000015,113.73166059443373,13.537012573589013
2021-12-16,1136,1812.45,3884.42,0.12,2338.74,normal,671.0,0.53,470.27,311.11,5,785.76,64,0,419.75,2149.77,Salary,1314.9,Entertainment,Negative,22.4,Low,0.0,0,-2071.9700000000003,214.31873982730556,25.946646804049767
2022-01-15,1351,3646.42,4524.55,0.3,3117.89,recession,677.0,0.19,576.39,425.7,6,1374.43,51,0,445.45,2637.07,Salary,1442.03,Healthcare,Positive,23.4,Medium,132.9,0,-878.1300000000001,124.08197629455739,15.807010711876304
2022-02-14,1289,6760.38,4309.49,0.15,2402.42,normal,672.0,0.26,658.54,1020.97,4,1248.67,74,0,419.73,2098.87,Salary,1790.89,Education,Neutral,11.5,Low,3733.36,1,2450.8900000000003,63.746268700871845,9.741168395859404
2022-03-16,1631,4919.85,4279.99,0.12,2045.35,recession,668.0,0.34,673.47,521.54,9,539.1,79,0,643.24,2270.6,Freelance,1366.15,Rent,Negative,18.0,Low,1082.46,0,639.8600000000006,86.99431893248777,13.68883197658465
2022-04-15,1333,3631.22,2791.1000000000004,0.2,2567.06,inflation,656.0,0.28,613.64,509.5,8,464.09,20,0,305.72,2057.52,Salary,427.86,Investments,Positive,81.4,Medium,758.92,0,840.1199999999994,76.86397409135223,16.8990036406497
2022-05-15,1399,3557.06,5413.64,0.28,3190.36,recession,716.0,0.57,526.35,386.69,9,1396.77,55,0,671.6,3143.11,Salary,1598.93,Education,Neutral,66.0,High,0.0,0,-1856.5800000000004,152.1942278173548,14.79733262863151
2022-06-14,1293,5208.51,4459.71,0.23,2826.45,normal,681.0,0.45,824.91,389.28,9,776.38,23,0,553.85,2743.49,Mixed,1162.37,Education,Positive,15.5,Medium,1926.11,0,748.8000000000002,85.6235276499421,15.837734784036126
2022-07-14,1175,2562.91,4423.51,0.17,2508.7,normal,718.0,0.34,604.48,101.87,1,876.18,67,0,213.1,2898.74,Salary,1311.67,Entertainment,Positive,12.5,Low,0.0,0,-1860.6000000000004,172.59716494141426,23.585689704281464
2022-08-13,1520,3658.63,4923.64,0.24,2830.27,normal,756.0,0.46,295.21,296.35,8,1023.08,84,0,637.3,2973.46,Mixed,1312.88,Education,Neutral,48.3,Low,1579.97,0,-1265.0100000000002,134.57605715800725,8.06886730825473
2022-09-12,1392,5198.04,3741.76,0.12,3192.61,recession,708.0,0.14,323.62,61.64,9,1114.16,32,0,428.78,1966.94,Salary,1346.04,Transportation,Negative,33.2,Low,1125.5,0,1456.2799999999997,71.98405552862232,6.22580818924056
2022-10-12,1373,4764.91,3399.45,0.33,2818.2,inflation,671.0,0.26,553.46,257.4,8,916.49,51,0,361.91,2737.54,Mixed,300.0,Utilities,Positive,17.5,Low,1247.84,0,1365.46,71.34342516437876,11.615329565511207
2022-11-11,1493,4903.91,3503.25,0.15,2181.01,recession,658.0,0.12,353.86,310.92,6,1028.16,71,0,619.22,1816.74,Freelance,1067.29,Investments,Positive,68.5,Low,472.93,0,1400.6599999999999,71.43789343605408,7.215874679592408
2022-12-11,1134,4813.44,3655.64,0.16,2977.31,normal,656.0,0.43,562.97,234.33,6,486.95,58,0,593.19,2363.81,Salary,698.64,Education,Positive,80.6,Low,797.44,0,1157.7999999999997,75.94651642068874,11.69579344502061
2023-01-10,1138,2402.06,3744.32,0.12,3262.63,normal,635.0,0.38,476.82,460.14,1,505.43,23,0,440.69,2339.13,Salary,964.5,Groceries,Neutral,32.9,High,0.0,0,-1342.2600000000002,155.8795367309726,19.850461687051947
2023-02-09,1416,2543.0,4018.38,0.27,2712.94,inflation,655.0,0.51,263.09,384.93,4,1070.63,98,0,601.16,1955.68,Salary,1461.54,Insurance,Neutral,2.6,Low,347.67,0,-1475.38,158.01730239874166,10.345654738497837
2023-03-11,1331,4780.41,3841.7,0.4,3063.31,normal,651.0,0.11,400.64,773.7,1,1502.69,58,0,149.29,2805.74,Salary,886.67,Groceries,Positive,23.6,High,1102.29,0,938.71,80.36339979206805,8.380871096830607
2023-04-10,1055,4315.96,4331.88,0.25,2716.62,normal,649.0,0.42,439.01,534.82,3,657.8,36,0,471.14,2941.26,Salary,919.48,Insurance,Neutral,43.7,Low,307.5,0,-15.920000000000073,100.36886347417493,10.17178101743297
2023-05-10,1083,4288.78,4956.370000000001,0.32,3417.75,normal,662.0,0.4,392.28,233.2,7,839.49,74,0,809.18,3586.17,Salary,561.02,Entertainment,Neutral,13.2,High,1455.36,0,-667.590000000001,115.5659651462654,9.146657091294028
2023-06-09,1868,4009.44,5340.99,0.1,3112.39,recession,670.0,0.41,672.61,366.0,9,205.52,92,0,646.82,3033.34,Mixed,1660.83,Dining Out,Positive,71.4,Medium,772.89,0,-1331.5499999999997,133.21037351849634,16.775659443712836
2023-07-09,1434,4446.02,2900.73,0.16,2752.25,normal,686.0,0.26,674.53,276.35,6,604.39,52,0,414.36,1584.9,Salary,901.47,Entertainment,Negative,64.2,Low,2145.46,0,1545.2900000000004,65.24329625147884,15.171546686699564
2023-08-08,1370,1117.36,4016.9300000000003,0.25,3901.15,normal,758.0,0.31,574.36,585.14,6,1259.65,36,0,668.95,2484.06,Salary,863.92,Groceries,Positive,59.7,Low,0.0,0,-2899.5700000000006,359.5018615307511,51.40330779694996
2023-09-07,1201,3982.86,4471.639999999999,0.4,2743.04,normal,670.0,0.57,477.46,299.86,4,1767.97,24,0,845.02,2875.94,Salary,750.68,Dining Out,Positive,37.9,Medium,369.92,0,-488.7799999999993,112.27208588803019,11.987868014441883
2023-10-07,1698,3798.38,4326.88,0.24,3649.27,recession,707.0,0.28,352.71,728.75,5,2452.47,66,0,565.45,2561.88,Salary,1199.55,Education,Negative,5.3,High,1608.65,0,-528.5,113.91382642073727,9.285800788757312
2023-11-06,1253,3540.81,3720.2699999999995,0.09,2182.71,normal,591.0,0.55,493.2,320.02,7,674.35,33,0,512.78,2341.85,Mixed,865.64,Insurance,Positive,75.6,Low,460.0,0,-179.45999999999958,105.06833182237962,13.92901624204631
2019-01-01,1352,4559.39,2376.1900000000005,0.2,2840.67,recession,724.0,0.27,581.49,156.21,8,2388.6,52,0,66.84,1151.96,Salary,1157.39,Healthcare,Positive,11.1,Medium,1736.16,0,2183.2,52.11640153617042,12.753679768565531
2019-01-31,1431,3630.76,3796.44,0.1,3668.85,normal,689.0,0.44,326.46,142.77,6,1699.12,95,0,723.39,1930.39,Salary,1142.66,Healthcare,Positive,40.2,Medium,1980.72,0,-165.67999999999984,104.56323194042018,8.991505910608247
2019-03-02,1314,3752.85,4182.69,0.28,2904.43,inflation,721.0,0.46,469.88,379.66,1,1309.6,65,0,286.03,2221.6,Salary,1675.06,Dining Out,Positive,20.7,Medium,626.86,0,-429.8399999999997,111.45369519165433,12.520617663908762
2019-04-01,1282,5225.13,4597.94,0.25,2985.72,normal,683.0,0.41,379.78,567.93,5,646.05,95,0,283.04,2643.3,Salary,1671.6,Groceries,Positive,81.1,Medium,0.0,0,627.1900000000005,87.99666228400058,7.268335907431968
2019-05-01,1181,3758.86,5165.93,0.3,2520.87,recession,683.0,0.18,343.52,291.12,8,1361.75,52,0,987.69,3319.95,Mixed,858.29,Utilities,Positive,55.4,Low,940.74,0,-1407.0700000000002,137.43342396364855,9.13894106191771
2019-05-31,1504,1906.42,3086.17,0.23,2325.85,inflation,744.0,0.2,564.21,759.06,8,79.34,36,0,0.0,2029.84,Salary,1056.33,Rent,Negative,9.9,Low,0.0,0,-1179.75,161.88300584341332,29.59526232414683
2019-06-30,1305,2959.28,2807.02,0.28,2838.1,inflation,572.0,0.37,269.08,868.34,4,708.25,37,0,450.41,1668.53,Salary,688.08,Investments,Negative,27.3,Medium,0.0,0,152.26000000000022,94.85482955313454,9.092752291097833
2019-07-30,1114,2620.71,4296.89,0.27,3410.49,normal,603.0,0.32,83.22,109.19,4,1500.28,31,0,870.07,1991.89,Salary,1434.93,Insurance,Positive,30.5,Low,0.0,0,-1676.1800000000003,163.95900347615725,3.1754753482834803
2019-08-29,1438,2823.98,3933.51,0.25,2994.82,normal,683.0,0.26,790.96,720.02,2,1547.78,28,0,836.38,1943.07,Mixed,1154.06,Healthcare,Positive,8.3,Medium,1453.45,0,-1109.5300000000002,139.28958420385413,28.008696945445788
2019-09-28,1071,3700.95,4650.61,0.11,3534.57,normal,636.0,0.15,608.58,0.0,8,1749.08,82,0,359.12,2535.45,Freelance,1756.04,Transportation,Neutral,68.2,Medium,1660.17,0,-949.6599999999999,125.65989813426282,16.443886029262757
2019-10-28,1633,3545.88,5074.7,0.39,2551.98,normal,628.0,0.36,327.94,560.62,8,353.45,98,0,577.41,2632.91,Salary,1864.38,Insurance,Positive,22.1,Medium,0.0,0,-1528.8199999999997,143.11539025573342,9.248479925998623
2019-11-27,1805,5416.9,2947.91,0.37,2662.77,normal,549.0,0.3,416.53,299.35,4,555.56,55,0,308.85,1868.54,Salary,770.52,Investments,Neutral,34.3,Medium,2760.47,1,2468.99,54.420609573741444,7.689453377392974
2019-12-27,1498,4089.24,3315.1600000000003,0.25,2460.57,normal,654.0,0.3,660.55,363.43,9,670.34,71,0,569.65,1486.8,Salary,1258.71,Groceries,Neutral,42.3,Medium,0.0,0,774.0799999999995,81.07032113546772,16.15336835206542
2020-01-26,1739,4492.59,4903.33,0.32,3344.62,normal,624.0,0.13,246.14,784.42,6,46.45,55,0,511.39,3125.72,Salary,1266.22,Rent,Neutral,29.2,Medium,1619.34,0,-410.7399999999998,109.14261038732668,5.478799534344331
2020-02-25,1439,7283.39,3347.41,0.15,4010.12,normal,755.0,0.43,660.27,145.24,7,1318.23,60,0,384.64,1889.32,Mixed,1073.45,Investments,Positive,29.2,Low,6589.66,1,3935.9800000000005,45.95950512055512,9.065421458963478
2020-03-26,1716,2721.22,2661.88,0.38,2851.26,inflation,653.0,0.23,224.08,657.92,3,178.67,42,0,153.44,1587.65,Salary,920.79,Groceries,Positive,84.2,Low,0.0,0,59.33999999999969,97.81936043392304,8.234541859901075
2020-04-25,1511,4081.92,4280.280000000001,0.28,2893.95,normal,601.0,0.51,491.31,266.66,3,1373.48,65,0,411.45,3098.26,Salary,770.57,Rent,Negative,65.7,Medium,974.08,0,-198.36000000000058,104.85947789275636,12.036247648165569
2020-05-25,1692,3353.89,3230.07,0.34,2831.99,normal,678.0,0.54,753.89,316.05,5,934.71,35,0,513.63,1301.67,Freelance,1414.77,Healthcare,Positive,70.0,High,632.59,0,123.81999999999971,96.30816753083732,22.478077694855823
2020-06-24,1077,5203.61,3247.48,0.08,3089.96,recession,718.0,0.14,781.06,0.0,5,573.42,53,0,157.75,1721.27,Salary,1368.46,Rent,Positive,73.1,High,2565.86,0,1956.1299999999997,62.40821275998778,15.009964236366677
2020-07-24,1195,3120.01,3864.31,0.29,2933.23,recession,743.0,0.32,185.93,141.58,4,1245.7,61,0,248.08,3084.23,Salary,532.0,Transportation,Negative,54.6,Low,0.0,0,-744.2999999999997,123.85569277021547,5.959275771552014
2020-08-23,1152,4785.53,3886.6500000000005,0.3,2856.58,recession,734.0,0.41,989.86,274.79,7,473.07,59,0,647.05,2306.07,Salary,933.53,Insurance,Positive,31.1,Medium,1501.32,0,898.8799999999992,81.21670953896435,20.684438296280664
2020-09-22,1097,4330.46,3844.11,0.11,2362.05,normal,711.0,0.26,828.14,563.4,7,70.64,72,0,240.21,1981.49,Salary,1622.41,Insurance,Positive,95.5,Low,2261.68,0,486.3499999999999,88.76909150529043,19.12360349708807
2020-10-22,1744,3222.12,3298.74,0.06,3568.2,inflation,637.0,0.57,819.75,173.91,3,792.02,46,0,451.63,1913.58,Salary,933.53,Education,Positive,1.8,Low,1087.58,0,-76.61999999999989,102.37793750698299,25.441324345461997
2020-11-21,1385,4223.73,3981.1600000000003,0.38,2656.97,normal,679.0,0.28,702.12,453.14,3,272.02,34,0,514.56,2872.9,Salary,593.7,Investments,Negative,71.9,Low,1567.02,0,242.56999999999925,94.25697191818607,16.623221654793277
2020-12-21,1796,4648.68,3205.91,0.2,3285.67,inflation,684.0,0.35,859.09,777.85,8,2127.42,92,0,417.72,2343.6,Freelance,444.59,Transportation,Positive,96.6,Low,2117.78,0,1442.7700000000004,68.96387791803264,18.480299784024712
2021-01-20,1419,4455.45,4320.43,0.25,2322.28,inflation,699.0,0.34,420.46,485.64,2,1109.67,47,0,813.31,2698.94,Salary,808.18,Insurance,Positive,4.2,Medium,1542.98,0,135.01999999999953,96.96955414155698,9.436981674129436
2021-02-19,1255,2948.52,4631.9800000000005,0.37,2507.79,inflation,775.0,0.54,766.42,712.77,3,892.63,85,0,482.72,3114.94,Salary,1034.32,Insurance,Neutral,8.9,High,6.89,0,-1683.4600000000005,157.0950849917925,25.993379729491405
2021-03-21,1133,4157.15,4865.86,0.08,3192.36,recession,762.0,0.43,617.78,437.33,5,1570.21,89,0,490.03,2280.87,Mixed,2094.96,Education,Positive,79.6,Medium,261.36,0,-708.71,117.04797758079452,14.86066175144029
2021-04-20,1539,5185.59,2940.6600000000003,0.39,3413.38,normal,643.0,0.17,345.78,103.79,7,968.76,56,0,431.81,1348.42,Salary,1160.43,Education,Positive,84.3,High,1765.96,0,2244.93,56.7083012733363,6.668093698113426
2021-05-20,1191,3612.44,2776.5,0.23,3033.22,inflation,665.0,0.27,638.41,589.41,7,899.72,22,0,488.22,1459.98,Salary,828.3,Groceries,Positive,61.3,Medium,2181.15,0,835.94,76.85940804553155,17.672542658147954
2021-06-19,1046,4419.39,4351.29,0.1,2570.54,normal,614.0,0.39,346.06,141.72,9,158.29,79,0,363.8,2300.21,Salary,1687.28,Insurance,Negative,7.2,Low,1735.62,0,68.10000000000036,98.4590633548974,7.830492443527273
2021-07-19,1099,3427.54,5292.44,0.12,3072.07,normal,779.0,0.18,605.25,239.23,8,956.0,83,0,457.9,3182.34,Salary,1652.2,Rent,Positive,93.2,High,0.0,0,-1864.8999999999996,154.40928479317526,17.658437246538334
2021-08-18,1428,4652.2,4180.2,0.1,2867.1,normal,733.0,0.57,738.89,757.03,6,1258.17,39,0,431.44,2328.47,Salary,1420.29,Healthcare,Positive,13.2,Low,2741.82,0,472.0,89.85426249946262,15.882593181720479
2021-09-17,1157,2568.63,4276.51,0.29,3389.17,normal,698.0,0.38,196.55,65.64,7,1100.43,57,0,353.64,2345.79,Freelance,1577.08,Groceries,Positive,85.8,Medium,882.92,0,-1707.88,166.4899187504623,7.651938971358272
2021-10-17,1401,3851.08,3673.0899999999997,0.2,2478.42,normal,684.0,0.31,398.24,624.99,6,1125.37,95,0,680.06,2273.99,Salary,719.04,Entertainment,Positive,0.3,Medium,1200.27,0,177.99000000000024,95.37817962753304,10.3409952532796
2021-11-16,1065,3929.27,4591.86,0.1,2718.35,normal,597.0,0.31,558.12,285.81,4,0.0,28,0,705.68,2977.02,Freelance,909.16,Insurance,Positive,51.6,Low,1349.85,0,-662.5899999999997,116.86292873739905,14.204165150269644
